,company_name_final,company_type_final,company_headquarter_location_final,company_age_final,Number_of_Employees_final
4113,  Vidgyor Media Te...  ,"  Bangalore,Karnataka  ",  9 years old  , nan , nan 
4114,  Plabro  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
4115,  Ubinga  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
4116,  Room On Call  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
4117,  M-TAXI  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
4118,  E-Genesis  ,  Private  ,"  Cambridge,Massachusetts  ",  7 years old  ,  11-50 Employees (Global)  
4119,  Adprex  ,  New Delhi  ,  5 years old  , nan , nan 
4120,  Ikarus Technolog...  ,"  Gurgaon,Haryana  ",  6 years old  , nan , nan 
4121,  Calm.io  ,"  Bangalore,Karnataka  ",  10 years old  , nan , nan 
4122,  OMitra  ,"  Hyderabad,Telangana  ",  8 years old  , nan , nan 
4123,  Volt  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
4124,  Ascian Solutions  ,  New Delhi  , nan , nan , nan 
4125,  Cyanogen  ,"  Palo Alto,California  ",  9 years old  , nan , nan 
4126,  Cyahi  ,  Ahmedabad  ,  5 years old  , nan , nan 
4127,  Myrefers  ,"  Mumbai,Maharashtra  ",  10 years old  , nan , nan 
4128,  Jobma  ,  Minneapolis  ,  10 years old  , nan , nan 
4129,  NearFox  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (Global)  , nan 
4130,  Flat.to  ,"  Mumbai,Maharashtra  ",  9 years old  , nan , nan 
4131,  Explorequotes  ,"  Rajkot,Gujarat  ",  9 years old  , nan , nan 
4132,  HolaMed Healthca...  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
4133,  TalentPad  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
4134,  Promonin Media S...  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
4135,  KountMoney  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
4136,  Blaze  , nan , nan , nan , nan 
4137,  Indi Design  ,"  Pune,maharashtra  ",  51-200 Employees (India)  , nan , nan 
4138,  Hotelsoft  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
4139,  Instaclick  ,  Private  ,"  Delhi,NCT  ",  7 years old  , nan 
4140,  MineWhat  ,  Private  ,  Bangalore  ,  10 years old  , nan 
4141,  Techieoasis  ,  Private  ,  Chennai  ,  10 years old  ,  11-50 Employees (Global)  
4142,  QVC Realty  ,  Private  ,  Bangalore  ,  11-50 Employees (Global)  , nan 
4143,  Guru iNfoways  ,  Private  ,  Delhi  ,  10 years old  ,  11-50 Employees (Global)  
4144,  TripMD  ,  Private  ,"  Delhi,NCT  ",  8 years old  ,  11-50 Employees (Global)  
4145,  WhistleTalk  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  11-50 Employees (Global)  
4146,  Tradol.in  ,  Private  ,"  Nagpur,Maharashtra  ",  8 years old  ,  11-50 Employees (Global)  
4147,  RushThat  ,  Private  ,  Allahabad  ,  8 years old  ,  11-50 Employees (Global)  
4148,  Maddycoupons  ,  Private  ,  Hyderabad  ,  8 years old  ,  11-50 Employees (Global)  
4149,  INRDeals  ,  Private  ,  Jammu  ,  10 years old  ,  11-50 Employees (India)  
4150,  Ahoy Telecom Cre...  ,  Private  ,  51-200 Employees (Global)  , nan , nan 
4151,  Tripda  ,  Private  ,  8 years old  ,  11-50 Employees (Global)  , nan 
4152,  RockON Technolog...  ,  Private  ,  San Ramon  ,  10 years old  ,  11-50 Employees (Global)  
4153,  NAVEX Global  ,  Private  ,"  Lake Oswego,Oregon  ",  10 years old  ,  501-1k Employees (Global)  
4154,  Etechdiary  ,  Private  ,  Jodhpur  ,  9 years old  ,  1-10 Employees (Global)  
4155,  WomanShakti.com  ,  Private  ,  Pune  ,  8 years old  ,  11-50 Employees (Global)  
4156,  Webearnia  ,  Private  ,  Delhi  ,  8 years old  ,  1k-5k Employees (Global)  
4157,  Adeaction  ,  Private  ,"  Calcutta,west Bengal  ",  8 years old  ,  11-50 Employees (Global)  
4158,  ThoughtBerry Tec...  ,  Private  ,  Bangalore  ,  11-50 Employees (Global)  , nan 
4159,  Cheapest Online  ,  Private  ,  San  ,  10 years old  ,  11-50 Employees (Global)  
4160,  CodeSystematics  ,  Private  ,  RÄ\x81nÄ\x81ghÄ\x81t  ,  10 years old  ,  11-50 Employees (Global)  
4161,  Bidstalk  ,  Private  ,"  Bangalore,Karnataka  ",  9 years old  , nan 
4162,  MintM Loyalty Se...  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  11-50 Employees (Global)  
4163,  Routofy  ,  Private  ,"  Delhi,NCT  ",  8 years old  ,  11-50 Employees (Global)  
4164,  Future Finance  ,  Private  ,"  Dublin,Leinster  ",  8 years old  ,  11-50 Employees (Global)  
4165,  Ichef  ,  Private  ,"  Mumbai,Maharashtra  ",  8 years old  , nan 
4166,  Jiyo Natural  ,  Private  ,"  Bangalore,Karnataka  ",  8 years old  , nan 
4167,  Shift Technologi...  ,"  San Francisco,California  ",  9 years old  , nan , nan 
4168,  Invixium  ,"  Ahmedabad,Gujarat  ",  10 years old  ,  11-50 Employees (India)  , nan 
4169,  Safecity  ,"  Bombay,maharashtra  ", nan , nan , nan 
4170,  Bonhomia  ,"  Bangalore,Karnataka  ",  10 years old  , nan , nan 
4171,  Canopy  ,"  Lehi,Utah  ",  8 years old  , nan , nan 
4172,  Ezy Mov  ,"  Mumbai,Maharashtra  ",  7 years old  ,  1-10 Employees (Global)  , nan 
4173,  PHANTOM  ,  Private  ,"  San Francisco,California  ",  2 years old  ,  11-50 Employees (Global)  
4174,  B.k Cough  ,  Private  ,  10 years old  ,  501-1k Employees (Global)  , nan 
4175,  HealthLynked  ,"  Naples,Florida  ",  7 years old  , nan , nan 
4176,  One Labs  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
4177,  Pivotchain Solut...  ,"  Pune,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  , nan 
4178,  Toolyt  ,  Private  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (Global)  
4179,  Curofy  ,  Private  ,"  Gurgaon,Haryana  ",  8 years old  ,  11-50 Employees (Global)  
4180,  24x7 Table  ,  Private  ,"  Gurgaon/Gurugram,Haryana  ",  7 years old  ,  11-50 Employees (Global)  
4181,  Vicit Infot Tech  ,  Private  ,"  Mumbai,Maharashtra  ",  5 years old  ,  2-10 Employees (Global)  
4182,  Sysdig  ,  Private  ,"  Davis,West Virginia  ",  9 years old  ,  51-200 Employees (Global)  
4183,  InviteReferrals  ,"  New Delhi,delhi  ", nan , nan , nan 
4184,  ARMO BioSciences...  ,"  Redwood City,California  ",  10 years old  , nan , nan 
4185,"  Mist Systems, In...  ","  Cupertino,California  ",  8 years old  , nan , nan 
4186,  SpeakIn  ,  51-200 Employees (India)  , nan , nan , nan 
4187,  Bare Necessities  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
4188,  Scion Social  ,"  Bangalore,karnataka  ", nan , nan , nan 
4189,  Fluid Robotics  ,"  Pune,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  , nan 
4190,  iCapotech  ,"  Mumbai,Maharashtra  ",  3 years old  , nan , nan 
4191,  DocketRun Tech  , nan , nan , nan , nan 
4192,  Fossbytes pvt.Lt...  ,  Private  ,"  Noida,Uttar Pradesh  ",  8 years old  ,  2-10 Employees (Global)  
4193,  Streamingo  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
4194,  Squadcast  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
4195,  Gumlet Technolog...  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (India)  , nan 
4196,  Synctactic AI  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
4197,  Shirsa Labs  ,"  Mumbai,Maharashtra  ",  9 years old  , nan , nan 
4198,  DgNote  ,  Private  ,"  Mumbai,Maharashtra  ",  8 years old  ,  11-50 Employees (Global)  
4199,  Hummingbird Bios...  ,"  Singapore,Singapore  ",  7 years old  , nan , nan 
4200,  Almabase  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
4201,  Bollant Industri...  ,"  Hyderabad,Telangana  ",  10 years old  ,  201-500 Employees (India)  , nan 
4202,  Econolytics  , nan , nan , nan , nan 
4203,  GeoIQ  ,"  Bangalore,Karnataka  ",  4 years old  , nan , nan 
4204,  TrusTrace  ,"  Coimbatore,Tamil Nadu  ",  6 years old  , nan , nan 
4205,  Aisle  ,  Private  ,"  Bangalore,Karnataka  ",  8 years old  ,  2-10 Employees (Global)  
4206,  Foxy  ,"  New Delhi,Delhi  ",  4 years old  ,  11-50 Employees (Global)  , nan 
4207,  Anaek  ,"  Delhi,NCT  ",  5 years old  ,  11-50 Employees (Global)  , nan 
4208,  UVD Robots  ,"  Odense,South Denmark  ",  6 years old  , nan , nan 
4209,  Tallenge India  , nan , nan , nan , nan 
4210,  Atlan  ,"  Delhi,NCT  ",  4 years old  ,  51-200 Employees (India)  , nan 
4211,  Walrus  ,  Private  ,"  Bangalore,Karnataka  ",  3 years old  ,  11-50 Employees (India)  
4212,  Observe.AI  ,"  San Francisco,California  ",  5 years old  ,  51-200 Employees (Global)  , nan 
4213,  Fetch Rewards  ,  Private  ,"  Madison,Wisconsin  ",  9 years old  ,  51-200 Employees (Global)  
4214,  GitLab  ,  Private  ,"  San Francisco,California  ",  8 years old  ,  1k-5k Employees (Global)  
4215,  Tablespace  ,"  Bangalore,Karnataka  ",  4 years old  , nan , nan 
4216,  KOTUMB  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
4217,  Skillmatics  ,"  Mumbai,Maharashtra  ",  6 years old  ,  11-50 Employees (India)  , nan 
4218,  Hansel.io  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (Global)  
4219,  Mocxa  ,"  Bengaluru,Karnataka  ",  4 years old  ,  1-10 Employees (Global)  , nan 
4220,  oDoc  ,  Private  ,"  Galle Road,Colombo  ",  6 years old  ,  11-50 Employees (Global)  
4221,  Vir Biotechnolog...  ,"  San Francisco,California  ",  5 years old  , nan , nan 
4222,  Nemo.Care  ,"  Hyderabad,Telangana  ",  5 years old  ,  11-50 Employees (India)  , nan 
4223,  ViteStork Consul...  ,  Private  ,"  Hyderabad/Secunderabad,Telangana  ",  2 years old  ,  11-50 Employees (India)  
4224,  NeuroLeap  ,  Private  ,"  Mumbai,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  
4225,  Neuu  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (Global)  , nan 
4226,  About You  ,"  Hamburg,Hamburg  ",  8 years old  , nan , nan 
4227,  Bakbuck  ,"  Mumbai,Maharashtra  ",  4 years old  , nan , nan 
4228,  Prayasta  , nan , nan , nan , nan 
4229,  SocioClub  ,  Private  ,"  Bengaluru/Bangalore,Karnataka  ",  11-50 Employees (India)  , nan 
4230,  Uphold Solution  ,  LLP  ,"  Surat,Gujarat  ",  4 years old  ,  11-50 Employees (India)  
4231,  GoSats  ,"  Bangalore,Karnataka  ",  2 years old  , nan , nan 
4232,  Netlify  ,"  San Francisco,California  ",  7 years old  , nan , nan 
4233,  Mark43  ,"  New York City,New York  ",  10 years old  , nan , nan 
4234,  Difenz Technolog...  ,"  Bangalore,Karnataka  ",  2 years old  , nan , nan 
4235,  Deliverr  ,"  San Francisco,California  ",  5 years old  , nan , nan 
4236,  Deel  ,"  San Francisco,California  ",  4 years old  , nan , nan 
4237,  Loop  ,"  Bangalore,Karnataka  ",  1 years old  , nan , nan 
4238,  Dybo  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
4239,  Finsall  ,"  Bangalore,Karnataka  ",  4 years old  , nan , nan 
4240,  AdSparx  ,  Private  ,"  Pune,Maharashtra  ",  10 years old  ,  11-50 Employees (Global)  
4241,  Triomics Healthc...  ,"  Delhi,NCT  ",  2 years old  , nan , nan 
4242,  Edustack  ,"  Hyderabad,Telangana  ",  2 years old  , nan , nan 
4243,  eGlu  ,"  Bangalore,Karnataka  ",  9 years old  , nan , nan 
4244,  Suagar.fit  ,"  Bangalore,Karnataka  ",  1 years old  , nan , nan 
4245,  Humit  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
4246,  RoadGods  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
4247,  Gladful  ,"  Jaipur,Rajasthan  ",  1 years old  , nan , nan 
4248,  Waymo  ,"  Mountain View,California  ",  6 years old  , nan , nan 
4249,  Embroker  ,"  San Francisco,California  ",  7 years old  , nan , nan 
4250,  CoteX Technologi...  ,"  Vadodara,Gujarat  ",  3 years old  , nan , nan 
4251,  Bigil Toks  ,  One person company  ,"  Erode,Tamil Nadu  ",  3 years old  ,  1-10 Employees (India)  
4252,  Sova Health  ,"  Gurgaon,Haryana  ",  3 years old  , nan , nan 
4253,  Journee  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
4254,  Homlot  ,  Private  ,"  Bangalore/Bengaluru,Karnataka  ",  6 years old  ,  51-200 Employees (Global)  
4255,  LOCAD  ,"  Delhi,NCT  ",  7 years old  , nan , nan 
4256,  Univ.AI  ,  Private  ,"  Bangalore,Karnataka  ",  4 years old  ,  2-10 Employees (Global)  
4257,  Degreed  ,"  Pleasanton,California  ",  10 years old  , nan , nan 
4258,  Konux  ,"  Munich,Bavaria  ",  8 years old  , nan , nan 
4259,  FundEnable  ,"  Mumbai,Maharashtra  ",  3 years old  , nan , nan 
4260,  Price Today  ,  Private  ,"  Islamabad,Islamabad Capital Territory  ",  2 years old  ,  11-50 Employees (Global)  
4261,  Hypto  ,"  Chennai,Tamil Nadu  ",  4 years old  , nan , nan 
4262,  Castler  ,"  Delhi,NCT  ",  2 years old  , nan , nan 
4263,  Plush  ,"  Chennai,Tamil Nadu  ",  3 years old  , nan , nan 
4264,  Quizy Games  ,"  Gurgaon,Haryana  ",  2 years old  , nan , nan 
4265,  RGB Webtech  ,  Private  ,"  Chandigarh,Chandigarh  ", nan , nan 
4266,  LetsDressUp  ,"  Gurgaon,Haryana  ",  3 years old  ,  11-50 Employees (India)  , nan 
4267,  H3 Mart  ,  3 years old  , nan , nan , nan 
4268,  PingCap  ,"  Beijing,Beijing Shi  ",  7 years old  , nan , nan 
4269,  Crib  ,"  Gurgaon,Haryana  ",  1 years old  , nan , nan 
4270,  CoinList  ,"  San Francisco,California  ",  5 years old  , nan , nan 
4271,  Hoopr  ,"  Mumbai,Maharashtra  ",  1 years old  , nan , nan 
4272,  Leher  ,  Private  ,"  Bangalore,Karnataka  ",  4 years old  ,  2-10 Employees (Global)  
4273,  Venwiz Technolog...  ,"  Bangalore,Karnataka  ",  2 years old  ,  11-50 Employees (India)  , nan 
4274,  Omniflow  ,"  Bangalore,Karnataka  ",  1 years old  , nan , nan 
4275,  Inditab  ,  Private  ,"  Delhi,NCT  ",  5 years old  ,  11-50 Employees (Global)  
4276,  Advisorkhoj  ,"  Bangalore,Karnataka  ",  10 years old  , nan , nan 
4277,  Figure Pay  ,"  San Francisco,California  ",  4 years old  , nan , nan 
4278,  Machstatz  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
4279,  Omi  ,"  Bangalore,Karnataka  ",  2 years old  , nan , nan 
4280,  NURX  ,"  San Francisco,California  ",  7 years old  , nan , nan 
4281,  BLive E-Bike  ,"  Panaji,Goa  ",  4 years old  , nan , nan 
4282,  Clari  ,"  Sunnyvale,California  ",  10 years old  , nan , nan 
4283,  Place of Origin  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
4284,  SaveIN  ,"  Delhi,NCT  ",  2 years old  , nan , nan 
4285,  Peer Robotics  ,"  Gurgaon,Haryana  ",  3 years old  , nan , nan 
4286,  Ethos Life  ,"  San Francisco,California  ",  6 years old  , nan , nan 
4287,  Eight Sleep  ,"  New York City,New York  ",  8 years old  , nan , nan 
4288,  SEPAL  ,"  Mumbai,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  , nan 
4289,  SocietyConnect  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
4290,  MUSE Diagnostics  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
4291,  Infilect  ,"  Bangalore,Karnataka  ",  7 years old  ,  51-200 Employees (India)  , nan 
4292,  Adjust GmbH  ,  Private  ,"  Berlin,Berlin  ",  10 years old  ,  501-1k Employees (Global)  
4293,  Nagwa  ,  Private  ,"  Windsor,England  ",  7 years old  ,  201-500 Employees (Global)  
4294,  Rattle  ,  2 years old  , nan , nan , nan 
4295,  Unlockar Apps  ,"  Delhi,NCT  ",  9 years old  , nan , nan 
4296,  Wifi Dabba  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
4297,  AS Technolutions  ,"  Gurgaon,Haryana  ",  5 years old  ,  11-50 Employees (India)  , nan 
4298,  Loan Singh  ,"  Dona Paula,Goa  ",  7 years old  ,  51-200 Employees (India)  , nan 
4299,  Swaayatt Robots  ,"  Bhopal,Madhya Pradesh  ",  7 years old  , nan , nan 
4300,  Shoopy  ,"  Noida,Uttar Pradesh  ",  2 years old  ,  11-50 Employees (India)  , nan 
4301,  Tight the Nut  ,"  Pune,Maharashtra  ",  6 years old  ,  1-10 Employees (India)  , nan 
4302,  Instadapp  ,"  Hyderabad,Telangana  ",  4 years old  ,  1-10 Employees (India)  , nan 
4303,  Charge+Zone  ,"  Vadodara,Gujarat  ",  4 years old  ,  51-200 Employees (India)  , nan 
4304,  Swipez  ,"  Pune,Maharashtra  ",  8 years old  ,  11-50 Employees (India)  , nan 
4305,  Veri5Digital  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (India)  , nan 
4306,  Bionic Yantra  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
4307,  Pick My Laundry  ,"  Gurgaon,Haryana  ",  7 years old  ,  11-50 Employees (India)  , nan 
4308,  KHETHINEXT  ,"  Hyderabad,Telangana  ",  5 years old  ,  11-50 Employees (India)  , nan 
4309,  PriceRaja  ,"  Gurgaon,Haryana  ",  8 years old  , nan , nan 
4310,  Gear6.in  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
4311,  SpareIt  ,"  Bangalore,Karnataka  ",  3 years old  ,  1-10 Employees (India)  , nan 
4312,  Ripsey  ,"  Mumbai,Maharashtra  ",  4 years old  ,  11-50 Employees (India)  , nan 
4313,  ODWEN  ,"  Noida,Uttar Pradesh  ",  4 years old  ,  11-50 Employees (India)  , nan 
4314,  Cellix  ,  Private  ,"  Hyderabad,Telangana  ",  8 years old  ,  11-50 Employees (India)  
4315,  Rephrase.ai  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (India)  , nan 
4316,  TartanSense  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (India)  , nan 
4317,  Aarogyaai Innova...  ,"  Delhi,NCT  ",  3 years old  , nan , nan 
4318,  Happy Loans  ,"  Mumbai,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  , nan 
4319,  Wesense.ai  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  , nan 
4320,  Hanuman  ,"  Patna,Bihar  ",  2 years old  ,  11-50 Employees (India)  , nan 
4321,  Riky  ,"  Pune,Maharashtra  ",  6 years old  , nan , nan 
4322,  Mpowered  ,  LLP  ,"  Gurgaon,Haryana  ",  2 years old  ,  11-50 Employees (Global)  
4323,  Trunome  ,  Private  ,"  Chennai,Tamil Nadu  ",  4 years old  ,  11-50 Employees (India)  
4324,  FreshHomez  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  2-10 Employees (Global)  
4325,  G.O.A.T Brand La...  ,"  Bangalore,Karnataka  ",  1 years old  ,  11-50 Employees (India)  , nan 
4326,  Kriyo  ,"  Bangalore,Karnataka  ",  5 years old  ,  1-10 Employees (India)  , nan 
4327,  Fokuz  ,  2 years old  , nan , nan , nan 
4328,  Atirath Gaming T...  ,"  Secunderabad,Telangana  ",  7 years old  , nan , nan 
4329,  Needyin Technolo...  ,"  Hyderabad,Telangana  ",  5 years old  , nan , nan 
4330,  World Art Commun...  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
4331,  Sutradhar  ,"  Gurgaon,Haryana  ",  3 years old  ,  1-10 Employees (India)  , nan 
4332,  Turmswear  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  , nan 
4333,  LogFuze  ,"  Chennai,Tamil Nadu  ",  9 years old  , nan , nan 
4334,  UzhavarBumi  ,"  Chennai,Tamil Nadu  ",  4 years old  ,  11-50 Employees (India)  , nan 
4335,  Transo  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  , nan 
4336,  AptEner Mechatro...  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  , nan 
4337,  Tan90 Thermal So...  ,"  Chennai,Tamil Nadu  ",  3 years old  , nan , nan 
4338,  Zoivane Pets  ,"  Surat,Gujarat  ",  4 years old  ,  1-10 Employees (India)  , nan 
4339,  Udhaar  ,"  Bangalore,Karnataka  ",  5 years old  ,  1-10 Employees (India)  , nan 
4340,  Matrubharti  ,"  Ahmedabad,Gujarat  ",  7 years old  , nan , nan 
4341,  Buildpan  ,"  Indore,Madhya Pradesh  ",  3 years old  , nan , nan 
4342,  StowNest  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (India)  , nan 
4343,  StockGro  ,"  Bangalore,Karnataka  ",  3 years old  ,  51-200 Employees (India)  , nan 
4344,  WorkPack  ,"  Mumbai,Maharashtra  ",  8 years old  , nan , nan 
4345,  Oceo Water  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  , nan 
4346,  Gobbly  ,"  Gurgaon,Haryana  ",  3 years old  , nan , nan 
4347,  Studio Sirah  ,"  Bangalore,Karnataka  ",  2 years old  ,  51-200 Employees (India)  , nan 
4348,  Basis  ,"  Hoboken,New Jersey  ",  3 years old  ,  11-50 Employees (India)  , nan 
4349,  BroEx  ,"  Gurgaon,Haryana  ",  8 years old  ,  51-200 Employees (India)  , nan 
4350,  Kaarva  ,"  Bangalore,Karnataka  ",  4 years old  ,  11-50 Employees (India)  , nan 
4351,  Sparrosense  ,"  Gurgaon,Haryana  ",  8 years old  ,  11-50 Employees (India)  , nan 
4352,  DosaMatic  ,"  Bangalore,Karnataka  ",  10 years old  ,  51-200 Employees (India)  , nan 
4353,  Veda labs  ,"  Delhi,NCT  ",  4 years old  , nan , nan 
4354,  Schoolay  ,"  Bangalore,Karnataka  ",  4 years old  , nan , nan 
4355,  HappyCredit  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
4356,  Online RTI  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
4357,  Zamroo  ,  Private  ,"  Noida,Uttar Pradesh  ",  7 years old  ,  11-50 Employees (Global)  
4358,  Namaste Gaon  ,"  Udaipur,Rajasthan  ",  3 years old  , nan , nan 
4359,  Viraliti  ,"  Noida,Uttar Pradesh  ",  10 years old  , nan , nan 
4360,  Enixel Creative ...  ,  LLP  , nan , nan , nan 
4361,  Stride Ahead  ,"  Delhi,NCT  ",  3 years old  , nan , nan 
4362,  AutoNxt Automati...  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
4363,  CoachHub  ,"  Berlin,Berlin  ",  4 years old  , nan , nan 
4364,  LILA Games  ,"  Bangalore,Karnataka  ",  2 years old  ,  11-50 Employees (India)  , nan 
4365,  COSGrid Systems  ,"  Chennai,Tamil Nadu  ",  6 years old  ,  11-50 Employees (India)  , nan 
4366,  STATWIG  ,"  Hyderabad,Telangana  ",  6 years old  ,  51-200 Employees (India)  , nan 
4367,  Menerva Software  ,"  Schaumburg,Illinois  ",  6 years old  , nan , nan 
4368,  Early Steps Acad...  ,"  Bangalore,Karnataka  ",  2 years old  ,  11-50 Employees (India)  , nan 
4369,  ZILLSKILL Techno...  ,"  Bangalore,Karnataka  ",  2 years old  , nan , nan 
4370,  Shortlist  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  , nan 
4371,  WarmOven  ,"  Bangalore,Karnataka  ",  9 years old  , nan , nan 
4372,  Diamond Foundry  ,"  San Francisco,California  ",  10 years old  , nan , nan 
